時  間,區 域,館 舍 別,迴 路 別,用電別,用電量(單位:度)
2017/06/05,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11098.50
2017/06/06,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11738.50
2017/06/07,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11814.00
2017/06/08,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,12295.00
2017/06/09,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11281.00
2017/06/10,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10158.00
2017/06/11,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10299.00
2017/06/12,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11609.00
2017/06/13,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,12112.00
2017/06/14,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11325.00
2017/06/15,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10870.00
2017/06/16,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10497.00
2017/06/17,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,9495.00
2017/06/18,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,9366.00
2017/06/19,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10444.00
2017/06/20,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11439.00
2017/06/21,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11734.00
2017/06/22,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11683.00
2017/06/23,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11226.00
2017/06/24,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10011.00
2017/06/25,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,9879.00
2017/06/26,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11259.00
2017/06/27,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11186.00
2017/06/28,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11095.00
2017/06/29,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11435.00
2017/06/30,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11425.00
2017/07/01,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10658.00
2017/07/02,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10405.00
2017/07/03,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11684.00
2017/07/04,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11889.00
2017/07/05,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11541.00
2017/07/06,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11557.00
2017/07/07,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10735.00
2017/07/08,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,8330.00
2017/07/09,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,3507.00
2017/07/10,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,8028.00
2017/07/11,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10160.00
2017/07/12,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7698.00
2017/07/13,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,9773.00
2017/07/14,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,9747.00
2017/07/15,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7536.00
2017/07/16,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,4365.00
2017/07/17,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,8798.00
2017/07/18,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10865.00
2017/07/19,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11007.00
2017/07/20,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10869.00
2017/07/21,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10983.00
2017/07/22,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,9698.00
2017/07/23,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,9592.00
2017/07/24,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11259.00
2017/07/25,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11785.00
2017/07/26,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11712.00
2017/07/27,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11619.00
2017/07/28,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11597.00
2017/07/29,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,9517.00
2017/07/30,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,9320.00
2017/07/31,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10617.00
2017/08/01,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11192.00
2017/08/02,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10896.00
2017/08/03,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10779.00
