時  間,區 域,館 舍 別,迴 路 別,用電別,用電量(單位:度)
2016/02/18,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7201.75
2016/02/19,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7702.00
2016/02/20,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7031.00
2016/02/21,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,6710.00
2016/02/22,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7525.75
2016/02/23,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,6693.75
2016/02/24,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,3891056.00
2016/02/25,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7243.50
2016/02/26,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7032.75
2016/02/27,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,6556.00
2016/02/28,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,6217.25
2016/02/29,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,6405.00
2016/03/01,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7206.50
2016/03/02,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7577.50
2016/03/03,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7684.50
2016/03/04,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7463.75
2016/03/05,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,6816.50
2016/03/06,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,6490.25
2016/03/07,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7157.75
2016/03/08,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,8102.50
2016/03/09,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,8201.75
2016/03/10,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,8444.50
2016/03/11,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,8039.25
2016/03/12,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7188.00
2016/03/13,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,6944.00
2016/03/14,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7852.25
2016/03/15,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,8018.50
2016/03/16,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7839.50
2016/03/17,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7891.75
2016/03/18,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7993.25
2016/03/19,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7080.00
2016/03/20,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,6792.00
2016/03/21,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7477.50
2016/03/22,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7714.75
