時  間,區 域,館 舍 別,迴 路 別,用電別,用電量(單位:度)
2017/05,North,DinningHall2                ,3F教職員餐廳L燈力,Rented                  ,1100.21
2017/05,North,ActivityCenter,美髮部                 ,Rented                  ,1059.93
2017/05,North,Gym,籃排球場                ,Admin                  ,942.49
2017/05,North,EECS,網球場燈力               ,Admin                  ,885.17
2017/05,North,SD10,學生交誼廳               ,Dorm                  ,662.77
2017/05,North,First_dorm,主迴路                 ,Dorm                  ,644.42
2017/05,North,CCAuditorium,1F郵局L燈力,Rented                  ,485.32
2017/05,North,ActivityCenter,洗衣部                 ,Rented                  ,318.21
2017/05,North,ActivityCenter,空調R                 ,Admin                  ,0
2017/05,North,WasteWater,主迴路                 ,Admin                  ,0
2017/05,North,DinningHall2                ,2F水果部P動力,Rented                  ,0
2017/04,North,Tien_gia_bin,主迴路                 ,Teach                  ,306591.9
2017/04,North,SC,主迴路                 ,Teach                  ,295760
2017/04,North,EECS,主迴路                 ,Teach                  ,200656
2017/04,North,SB,主迴路                 ,Teach                  ,147668
2017/04,North,Swim,主迴路                 ,Admin                  ,74777.75
2017/04,North,DinningHall2                ,主迴路                 ,Rented                  ,72319.25
2017/04,North,ActivityCenter,主迴路                 ,Admin                  ,56461.88
2017/04,North,SD10,主迴路                 ,Dorm                  ,43503.69
2017/04,North,StudentDormitory9,主迴路                 ,Dorm                  ,43276.5
2017/04,North,SA,主迴路                 ,Teach                  ,42889.44
2017/04,North,EnvProtect_bd,主迴路                 ,Teach                  ,42701.94
2017/04,North,EECS,空調                  ,Admin                  ,40061.5
2017/04,North,Gym,主迴路                 ,Admin                  ,32147.13
2017/04,North,Engineer2,主迴路                 ,Teach                  ,29174.13
2017/04,North,DinningHall2                ,1F動力1,Rented                  ,24057.25
2017/04,North,Manegement1,主迴路                 ,Teach                  ,23474.44
2017/04,North,HA1,主迴路                 ,Teach                  ,22610.28
2017/04,North,CCAuditorium,主迴路                 ,Admin                  ,22082.66
2017/04,North,GraduateDorm1,主迴路                 ,Dorm                  ,21457.25
2017/04,North,Chu-HsuanFemale,主迴路                 ,Dorm                  ,21062.78
2017/04,North,HABuilding2                ,主迴路                 ,Teach                  ,19350.63
2017/04,North,DinningHall2                ,1F便利超商動力,Rented                  ,18583.63
2017/04,North,Motocycle,主迴路                 ,Admin                  ,17249.94
2017/04,North,ActivityCenter,第一餐聽                ,Rented                  ,17054.25
2017/04,North,Engineer1,主迴路                 ,Teach                  ,14461
2017/04,North,GraduateStudentDormitory1,主迴路                 ,Dorm                  ,14328.63
2017/04,North,SD11,主迴路                 ,Dorm                  ,11393.63
2017/04,North,DinningHall2                ,1F動力2,Rented                  ,10045.63
2017/04,North,Badminton,主迴路                 ,Admin                  ,7230.31
2017/04,North,DinningHall2                ,2F快餐部P動力,Rented                  ,6746.03
2017/04,North,DinningHall2                ,2F素食部P動力,Rented                  ,5284.03
2017/04,North,Info(North),館旁餐亭                ,Rented                  ,5207.13
2017/04,North,Admin_bd,主迴路                 ,Admin                  ,4311.7
2017/04,North,DinningHall2                ,1F燈力,Rented                  ,3571.22
2017/04,North,DinningHall2                ,2F素食部L燈力,Rented                  ,3353.17
2017/04,North,EECS,網球場動力               ,Admin                  ,2996.53
2017/04,North,DinningHall2                ,3F教職員餐廳P動力,Rented                  ,2805.19
2017/04,North,ActivityCenter,思源                  ,Admin                  ,2616.84
2017/04,North,DinningHall2                ,3F員工餐廳P動力,Rented                  ,2501.92
2017/04,North,DinningHall2                ,2F水果部L燈力,Rented                  ,1880.06
